FAILED.man		man42	man	³kãŋ	hill
c3.c121.c179.c76.c150.c38.	Akljoŋbwa	man47	man	³kjoːpa	lungs
c3.c121.c179.c78.	Akljon	man40	man	³kje	lid
c3.c121.c180.c206.c203.c147.c34.	Akljotpaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c206.c203.c147.c38.	Akljotpwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c206.c203.c150.c34.	Akljotbaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c206.c203.c150.c38.	Akljotbwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c206.c204.c147.c34.	Akljoppaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c206.c204.c147.c38.	Akljoppwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c206.c204.c150.c34.	Akljopbaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c206.c204.c150.c38.	Akljopbwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c206.c209.c147.c34.	Akljospaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c206.c209.c147.c38.	Akljospwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c206.c209.c150.c34.	Akljosbaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c206.c209.c150.c38.	Akljosbwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c21.	Akljeː	man40	man	³kje	lid
c3.c121.c180.c22.	Akljeː	man40	man	³kje	lid
c3.c121.c180.c26.	Akljet	man40	man	³kje	lid
c3.c121.c180.c27.	Akljep	man40	man	³kje	lid
c3.c121.c180.c31.	Akljew	man40	man	³kje	lid
c3.c121.c180.c34.	Akljaː	tuk55	tuk	³kja	place
c3.c121.c180.c37.c203.c147.c34.	Akljwatpaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c37.c203.c147.c38.	Akljwatpwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c37.c203.c150.c34.	Akljwatbaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c37.c203.c150.c38.	Akljwatbwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c37.c204.c147.c34.	Akljwappaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c37.c204.c147.c38.	Akljwappwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c37.c204.c150.c34.	Akljwapbaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c37.c204.c150.c38.	Akljwapbwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c37.c209.c147.c34.	Akljwaspaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c37.c209.c147.c38.	Akljwaspwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c37.c209.c150.c34.	Akljwasbaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c37.c209.c150.c38.	Akljwasbwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c48.	Akljat	man40	man	³kje	lid
c3.c121.c180.c51.	Akljap	man40	man	³kje	lid
c3.c121.c180.c51.	Akljap	tuk55	tuk	³kja	place
c3.c121.c180.c56.	Akljan	man40	man	³kje	lid
c3.c121.c180.c57.	Akljjan	man40	man	³kje	lid
c3.c121.c180.c59.	Akljam	man40	man	³kje	lid
c3.c121.c180.c65.c203.c147.c34.	Akljotpaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c65.c203.c147.c38.	Akljotpwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c65.c203.c150.c34.	Akljotbaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c65.c203.c150.c38.	Akljotbwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c65.c204.c147.c34.	Akljoppaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c65.c204.c147.c38.	Akljoppwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c65.c204.c150.c34.	Akljopbaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c65.c204.c150.c38.	Akljopbwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c65.c209.c147.c34.	Akljospaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c65.c209.c147.c38.	Akljospwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c65.c209.c150.c34.	Akljosbaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c65.c209.c150.c38.	Akljosbwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c70.	Akljot	man40	man	³kje	lid
c3.c121.c180.c71.	Akljot	man40	man	³kje	lid
c3.c121.c180.c74.c147.c34.	Akljwappaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c74.c147.c38.	Akljwappwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c74.c150.c34.	Akljwapbaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c74.c150.c38.	Akljwapbwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c76.c147.c34.	Akljoŋpaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c76.c147.c38.	Akljoŋpwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c76.c150.c34.	Akljoŋbaː	man47	man	³kjoːpa	lungs
c3.c121.c180.c76.c150.c38.	Akljoŋbwa	man47	man	³kjoːpa	lungs
c3.c121.c180.c78.	Akljon	man40	man	³kje	lid
c3.c121.c205.c204.	Aklap	tuk44	tuk	³kəp	lid
c3.c121.c206.c204.	Aklop	tuk44	tuk	³kəp	lid
c3.c121.c27.	Aklep	tuk44	tuk	³kəp	lid
c3.c121.c33.c204.	Aklap	tuk44	tuk	³kəp	lid
c3.c121.c34.	Aklaː	gha48	gha	³ɬo	place
c3.c121.c34.c151.c33.	Aklaːba	gha47	gha	³ɬoba	lungs
c3.c121.c34.c151.c39.	Aklaːbwa	gha47	gha	³ɬoba	lungs
c3.c121.c34.c151.c60.	Aklaːbar	gha47	gha	³ɬoba	lungs
c3.c121.c34.c151.c81.	Aklaːbor	gha47	gha	³ɬoba	lungs
c3.c121.c35.	Aklja	man40	man	³kje	lid
c3.c121.c36.	Akljaː	tuk55	tuk	³kja	place
c3.c121.c37.	Aklwa	gha48	gha	³ɬo	place
c3.c121.c37.	Aklwa	tuk45	tuk	³ko	back
c3.c121.c37.c151.c33.	Aklwaba	gha47	gha	³ɬoba	lungs
c3.c121.c37.c151.c39.	Aklwabwa	gha47	gha	³ɬoba	lungs
c3.c121.c37.c151.c60.	Aklwabar	gha47	gha	³ɬoba	lungs
c3.c121.c37.c151.c81.	Aklwabor	gha47	gha	³ɬoba	lungs
c3.c121.c38.	Aklwa	tuk45	tuk	³ko	back
c3.c121.c39.c204.	Aklwap	tuk44	tuk	³kəp	lid
c3.c121.c40.	Aklwaː	gha48	gha	³ɬo	place
c3.c121.c40.	Aklwaː	tuk45	tuk	³ko	back
c3.c121.c40.c151.c33.	Aklwaːba	gha47	gha	³ɬoba	lungs
c3.c121.c40.c151.c39.	Aklwaːbwa	gha47	gha	³ɬoba	lungs
c3.c121.c40.c151.c60.	Aklwaːbar	gha47	gha	³ɬoba	lungs
c3.c121.c40.c151.c81.	Aklwaːbor	gha47	gha	³ɬoba	lungs
c3.c121.c41.	Aklwaː	gha48	gha	³ɬo	place
c3.c121.c41.	Aklwaː	tuk45	tuk	³ko	back
c3.c121.c41.c151.c33.	Aklwaːba	gha47	gha	³ɬoba	lungs
c3.c121.c41.c151.c39.	Aklwaːbwa	gha47	gha	³ɬoba	lungs
c3.c121.c41.c151.c60.	Aklwaːbar	gha47	gha	³ɬoba	lungs
c3.c121.c41.c151.c81.	Aklwaːbor	gha47	gha	³ɬoba	lungs
c3.c121.c48.	Aklat	man40	man	³kje	lid
c3.c121.c49.	Aklat	man40	man	³kje	lid
c3.c121.c51.	Aklap	man40	man	³kje	lid
c3.c121.c51.	Aklap	tuk44	tuk	³kəp	lid
c3.c121.c53.	Aklaŋ	tuk46	tuk	³kaŋ	hill
c3.c121.c54.	Aklaŋ	tuk46	tuk	³kaŋ	hill
c3.c121.c61.	Akljar	man40	man	³kje	lid
c3.c121.c62.	Aklwal	tuk45	tuk	³ko	back
c3.c121.c65.	Aklo	gha48	gha	³ɬo	place
c3.c121.c65.	Aklo	tuk45	tuk	³ko	back
c3.c121.c65.c151.c33.	Akloba	gha47	gha	³ɬoba	lungs
c3.c121.c65.c151.c39.	Aklobwa	gha47	gha	³ɬoba	lungs
c3.c121.c65.c151.c60.	Aklobar	gha47	gha	³ɬoba	lungs
c3.c121.c65.c151.c81.	Aklobor	gha47	gha	³ɬoba	lungs
c3.c121.c66.	Akloː	tuk45	tuk	³ko	back
c3.c121.c74.	Aklwap	gha48	gha	³ɬo	place
c3.c121.c74.c151.c33.	Aklwapba	gha47	gha	³ɬoba	lungs
c3.c121.c74.c151.c39.	Aklwapbwa	gha47	gha	³ɬoba	lungs
c3.c121.c74.c151.c60.	Aklwapbar	gha47	gha	³ɬoba	lungs
c3.c121.c74.c151.c81.	Aklwapbor	gha47	gha	³ɬoba	lungs
c3.c121.c75.	Aklop	gha48	gha	³ɬo	place
c3.c121.c75.	Aklop	tuk44	tuk	³kəp	lid
c3.c121.c75.c151.c33.	Aklopba	gha47	gha	³ɬoba	lungs
c3.c121.c75.c151.c39.	Aklopbwa	gha47	gha	³ɬoba	lungs
c3.c121.c75.c151.c60.	Aklopbar	gha47	gha	³ɬoba	lungs
c3.c121.c75.c151.c81.	Aklopbor	gha47	gha	³ɬoba	lungs
c3.c121.c79.	Akljon	man40	man	³kje	lid
c3.c122.c206.c203.c147.c34.	Aklotpaː	man47	man	³kjoːpa	lungs
c3.c122.c206.c203.c147.c38.	Aklotpwa	man47	man	³kjoːpa	lungs
c3.c122.c206.c203.c150.c34.	Aklotbaː	man47	man	³kjoːpa	lungs
c3.c122.c206.c203.c150.c38.	Aklotbwa	man47	man	³kjoːpa	lungs
c3.c122.c206.c204.	Aklop	mar55	mar	³ljʌp	lungs
c3.c122.c206.c204.c147.c34.	Akloppaː	man47	man	³kjoːpa	lungs
c3.c122.c206.c204.c147.c38.	Akloppwa	man47	man	³kjoːpa	lungs
c3.c122.c206.c204.c150.c34.	Aklopbaː	man47	man	³kjoːpa	lungs
c3.c122.c206.c204.c150.c38.	Aklopbwa	man47	man	³kjoːpa	lungs
c3.c122.c206.c209.c147.c34.	Aklospaː	man47	man	³kjoːpa	lungs
c3.c122.c206.c209.c147.c38.	Aklospwa	man47	man	³kjoːpa	lungs
c3.c122.c206.c209.c150.c34.	Aklosbaː	man47	man	³kjoːpa	lungs
c3.c122.c206.c209.c150.c38.	Aklosbwa	man47	man	³kjoːpa	lungs
c3.c122.c21.	Akleː	man40	man	³kje	lid
c3.c122.c22.	Akleː	man40	man	³kje	lid
c3.c122.c26.	Aklet	man40	man	³kje	lid
c3.c122.c27.	Aklep	man40	man	³kje	lid
c3.c122.c31.	Aklew	man40	man	³kje	lid
c3.c122.c33.c204.	Aklap	mar55	mar	³ljʌp	lungs
c3.c122.c34.	Aklaː	gha48	gha	³ɬo	place
c3.c122.c34.	Aklaː	tuk55	tuk	³kja	place
c3.c122.c34.c151.c33.	Aklaːba	gha47	gha	³ɬoba	lungs
c3.c122.c34.c151.c39.	Aklaːbwa	gha47	gha	³ɬoba	lungs
c3.c122.c34.c151.c60.	Aklaːbar	gha47	gha	³ɬoba	lungs
c3.c122.c34.c151.c81.	Aklaːbor	gha47	gha	³ɬoba	lungs
c3.c122.c37.	Aklwa	gha48	gha	³ɬo	place
c3.c122.c37.c151.c33.	Aklwaba	gha47	gha	³ɬoba	lungs
c3.c122.c37.c151.c39.	Aklwabwa	gha47	gha	³ɬoba	lungs
c3.c122.c37.c151.c60.	Aklwabar	gha47	gha	³ɬoba	lungs
c3.c122.c37.c151.c81.	Aklwabor	gha47	gha	³ɬoba	lungs
c3.c122.c37.c203.c147.c34.	Aklwatpaː	man47	man	³kjoːpa	lungs
c3.c122.c37.c203.c147.c38.	Aklwatpwa	man47	man	³kjoːpa	lungs
c3.c122.c37.c203.c150.c34.	Aklwatbaː	man47	man	³kjoːpa	lungs
c3.c122.c37.c203.c150.c38.	Aklwatbwa	man47	man	³kjoːpa	lungs
c3.c122.c37.c204.c147.c34.	Aklwappaː	man47	man	³kjoːpa	lungs
c3.c122.c37.c204.c147.c38.	Aklwappwa	man47	man	³kjoːpa	lungs
c3.c122.c37.c204.c150.c34.	Aklwapbaː	man47	man	³kjoːpa	lungs
c3.c122.c37.c204.c150.c38.	Aklwapbwa	man47	man	³kjoːpa	lungs
c3.c122.c37.c209.c147.c34.	Aklwaspaː	man47	man	³kjoːpa	lungs
c3.c122.c37.c209.c147.c38.	Aklwaspwa	man47	man	³kjoːpa	lungs
c3.c122.c37.c209.c150.c34.	Aklwasbaː	man47	man	³kjoːpa	lungs
c3.c122.c37.c209.c150.c38.	Aklwasbwa	man47	man	³kjoːpa	lungs
c3.c122.c39.c204.	Aklwap	mar55	mar	³ljʌp	lungs
c3.c122.c40.	Aklwaː	gha48	gha	³ɬo	place
c3.c122.c40.c151.c33.	Aklwaːba	gha47	gha	³ɬoba	lungs
c3.c122.c40.c151.c39.	Aklwaːbwa	gha47	gha	³ɬoba	lungs
c3.c122.c40.c151.c60.	Aklwaːbar	gha47	gha	³ɬoba	lungs
c3.c122.c40.c151.c81.	Aklwaːbor	gha47	gha	³ɬoba	lungs
c3.c122.c41.	Aklwaː	gha48	gha	³ɬo	place
c3.c122.c41.c151.c33.	Aklwaːba	gha47	gha	³ɬoba	lungs
c3.c122.c41.c151.c39.	Aklwaːbwa	gha47	gha	³ɬoba	lungs
c3.c122.c41.c151.c60.	Aklwaːbar	gha47	gha	³ɬoba	lungs
c3.c122.c41.c151.c81.	Aklwaːbor	gha47	gha	³ɬoba	lungs
c3.c122.c48.	Aklat	man40	man	³kje	lid
c3.c122.c51.	Aklap	man40	man	³kje	lid
c3.c122.c51.	Aklap	tuk55	tuk	³kja	place
c3.c122.c56.	Aklan	man40	man	³kje	lid
c3.c122.c57.	Akljan	man40	man	³kje	lid
c3.c122.c59.	Aklam	man40	man	³kje	lid
c3.c122.c65.	Aklo	gha48	gha	³ɬo	place
c3.c122.c65.c151.c33.	Akloba	gha47	gha	³ɬoba	lungs
c3.c122.c65.c151.c39.	Aklobwa	gha47	gha	³ɬoba	lungs
c3.c122.c65.c151.c60.	Aklobar	gha47	gha	³ɬoba	lungs
c3.c122.c65.c151.c81.	Aklobor	gha47	gha	³ɬoba	lungs
c3.c122.c65.c203.c147.c34.	Aklotpaː	man47	man	³kjoːpa	lungs
c3.c122.c65.c203.c147.c38.	Aklotpwa	man47	man	³kjoːpa	lungs
c3.c122.c65.c203.c150.c34.	Aklotbaː	man47	man	³kjoːpa	lungs
c3.c122.c65.c203.c150.c38.	Aklotbwa	man47	man	³kjoːpa	lungs
c3.c122.c65.c204.c147.c34.	Akloppaː	man47	man	³kjoːpa	lungs
c3.c122.c65.c204.c147.c38.	Akloppwa	man47	man	³kjoːpa	lungs
c3.c122.c65.c204.c150.c34.	Aklopbaː	man47	man	³kjoːpa	lungs
c3.c122.c65.c204.c150.c38.	Aklopbwa	man47	man	³kjoːpa	lungs
c3.c122.c65.c209.c147.c34.	Aklospaː	man47	man	³kjoːpa	lungs
c3.c122.c65.c209.c147.c38.	Aklospwa	man47	man	³kjoːpa	lungs
c3.c122.c65.c209.c150.c34.	Aklosbaː	man47	man	³kjoːpa	lungs
c3.c122.c65.c209.c150.c38.	Aklosbwa	man47	man	³kjoːpa	lungs
c3.c122.c70.	Aklot	man40	man	³kje	lid
c3.c122.c71.	Aklot	man40	man	³kje	lid
c3.c122.c74.	Aklwap	gha48	gha	³ɬo	place
c3.c122.c74.	Aklwap	mar55	mar	³ljʌp	lungs
c3.c122.c74.c147.c34.	Aklwappaː	man47	man	³kjoːpa	lungs
c3.c122.c74.c147.c38.	Aklwappwa	man47	man	³kjoːpa	lungs
c3.c122.c74.c150.c34.	Aklwapbaː	man47	man	³kjoːpa	lungs
c3.c122.c74.c150.c38.	Aklwapbwa	man47	man	³kjoːpa	lungs
c3.c122.c74.c151.c33.	Aklwapba	gha47	gha	³ɬoba	lungs
c3.c122.c74.c151.c39.	Aklwapbwa	gha47	gha	³ɬoba	lungs
c3.c122.c74.c151.c60.	Aklwapbar	gha47	gha	³ɬoba	lungs
c3.c122.c74.c151.c81.	Aklwapbor	gha47	gha	³ɬoba	lungs
c3.c122.c75.	Aklop	gha48	gha	³ɬo	place
c3.c122.c75.c151.c33.	Aklopba	gha47	gha	³ɬoba	lungs
c3.c122.c75.c151.c39.	Aklopbwa	gha47	gha	³ɬoba	lungs
c3.c122.c75.c151.c60.	Aklopbar	gha47	gha	³ɬoba	lungs
c3.c122.c75.c151.c81.	Aklopbor	gha47	gha	³ɬoba	lungs
c3.c122.c76.c147.c34.	Akloŋpaː	man47	man	³kjoːpa	lungs
c3.c122.c76.c147.c38.	Akloŋpwa	man47	man	³kjoːpa	lungs
c3.c122.c76.c150.c34.	Akloŋbaː	man47	man	³kjoːpa	lungs
c3.c122.c76.c150.c38.	Akloŋbwa	man47	man	³kjoːpa	lungs
c3.c122.c78.	Aklon	man40	man	³kje	lid
c3.c123.c206.c203.c147.c34.	Aklotpaː	man47	man	³kjoːpa	lungs
c3.c123.c206.c203.c147.c38.	Aklotpwa	man47	man	³kjoːpa	lungs
c3.c123.c206.c203.c150.c34.	Aklotbaː	man47	man	³kjoːpa	lungs
c3.c123.c206.c203.c150.c38.	Aklotbwa	man47	man	³kjoːpa	lungs
c3.c123.c206.c204.	Aklop	mar55	mar	³ljʌp	lungs
c3.c123.c206.c204.c147.c34.	Akloppaː	man47	man	³kjoːpa	lungs
c3.c123.c206.c204.c147.c38.	Akloppwa	man47	man	³kjoːpa	lungs
c3.c123.c206.c204.c150.c34.	Aklopbaː	man47	man	³kjoːpa	lungs
c3.c123.c206.c204.c150.c38.	Aklopbwa	man47	man	³kjoːpa	lungs
c3.c123.c206.c209.c147.c34.	Aklospaː	man47	man	³kjoːpa	lungs
c3.c123.c206.c209.c147.c38.	Aklospwa	man47	man	³kjoːpa	lungs
c3.c123.c206.c209.c150.c34.	Aklosbaː	man47	man	³kjoːpa	lungs
c3.c123.c206.c209.c150.c38.	Aklosbwa	man47	man	³kjoːpa	lungs
c3.c123.c21.	Akleː	man40	man	³kje	lid
c3.c123.c22.	Akleː	man40	man	³kje	lid
c3.c123.c26.	Aklet	man40	man	³kje	lid
c3.c123.c27.	Aklep	man40	man	³kje	lid
c3.c123.c31.	Aklew	man40	man	³kje	lid
c3.c123.c33.c204.	Aklap	mar55	mar	³ljʌp	lungs
c3.c123.c34.	Aklaː	gha48	gha	³ɬo	place
c3.c123.c34.	Aklaː	tuk55	tuk	³kja	place
c3.c123.c34.c151.c33.	Aklaːba	gha47	gha	³ɬoba	lungs
c3.c123.c34.c151.c39.	Aklaːbwa	gha47	gha	³ɬoba	lungs
c3.c123.c34.c151.c60.	Aklaːbar	gha47	gha	³ɬoba	lungs
c3.c123.c34.c151.c81.	Aklaːbor	gha47	gha	³ɬoba	lungs
c3.c123.c37.	Aklwa	gha48	gha	³ɬo	place
c3.c123.c37.c151.c33.	Aklwaba	gha47	gha	³ɬoba	lungs
c3.c123.c37.c151.c39.	Aklwabwa	gha47	gha	³ɬoba	lungs
c3.c123.c37.c151.c60.	Aklwabar	gha47	gha	³ɬoba	lungs
c3.c123.c37.c151.c81.	Aklwabor	gha47	gha	³ɬoba	lungs
c3.c123.c37.c203.c147.c34.	Aklwatpaː	man47	man	³kjoːpa	lungs
c3.c123.c37.c203.c147.c38.	Aklwatpwa	man47	man	³kjoːpa	lungs
c3.c123.c37.c203.c150.c34.	Aklwatbaː	man47	man	³kjoːpa	lungs
c3.c123.c37.c203.c150.c38.	Aklwatbwa	man47	man	³kjoːpa	lungs
c3.c123.c37.c204.c147.c34.	Aklwappaː	man47	man	³kjoːpa	lungs
c3.c123.c37.c204.c147.c38.	Aklwappwa	man47	man	³kjoːpa	lungs
c3.c123.c37.c204.c150.c34.	Aklwapbaː	man47	man	³kjoːpa	lungs
c3.c123.c37.c204.c150.c38.	Aklwapbwa	man47	man	³kjoːpa	lungs
c3.c123.c37.c209.c147.c34.	Aklwaspaː	man47	man	³kjoːpa	lungs
c3.c123.c37.c209.c147.c38.	Aklwaspwa	man47	man	³kjoːpa	lungs
c3.c123.c37.c209.c150.c34.	Aklwasbaː	man47	man	³kjoːpa	lungs
c3.c123.c37.c209.c150.c38.	Aklwasbwa	man47	man	³kjoːpa	lungs
c3.c123.c39.c204.	Aklwap	mar55	mar	³ljʌp	lungs
c3.c123.c40.	Aklwaː	gha48	gha	³ɬo	place
c3.c123.c40.c151.c33.	Aklwaːba	gha47	gha	³ɬoba	lungs
c3.c123.c40.c151.c39.	Aklwaːbwa	gha47	gha	³ɬoba	lungs
c3.c123.c40.c151.c60.	Aklwaːbar	gha47	gha	³ɬoba	lungs
c3.c123.c40.c151.c81.	Aklwaːbor	gha47	gha	³ɬoba	lungs
c3.c123.c41.	Aklwaː	gha48	gha	³ɬo	place
c3.c123.c41.c151.c33.	Aklwaːba	gha47	gha	³ɬoba	lungs
c3.c123.c41.c151.c39.	Aklwaːbwa	gha47	gha	³ɬoba	lungs
c3.c123.c41.c151.c60.	Aklwaːbar	gha47	gha	³ɬoba	lungs
c3.c123.c41.c151.c81.	Aklwaːbor	gha47	gha	³ɬoba	lungs
c3.c123.c48.	Aklat	man40	man	³kje	lid
c3.c123.c51.	Aklap	man40	man	³kje	lid
c3.c123.c51.	Aklap	tuk55	tuk	³kja	place
c3.c123.c56.	Aklan	man40	man	³kje	lid
c3.c123.c57.	Akljan	man40	man	³kje	lid
c3.c123.c59.	Aklam	man40	man	³kje	lid
c3.c123.c65.	Aklo	gha48	gha	³ɬo	place
c3.c123.c65.c151.c33.	Akloba	gha47	gha	³ɬoba	lungs
c3.c123.c65.c151.c39.	Aklobwa	gha47	gha	³ɬoba	lungs
c3.c123.c65.c151.c60.	Aklobar	gha47	gha	³ɬoba	lungs
c3.c123.c65.c151.c81.	Aklobor	gha47	gha	³ɬoba	lungs
c3.c123.c65.c203.c147.c34.	Aklotpaː	man47	man	³kjoːpa	lungs
c3.c123.c65.c203.c147.c38.	Aklotpwa	man47	man	³kjoːpa	lungs
c3.c123.c65.c203.c150.c34.	Aklotbaː	man47	man	³kjoːpa	lungs
c3.c123.c65.c203.c150.c38.	Aklotbwa	man47	man	³kjoːpa	lungs
c3.c123.c65.c204.c147.c34.	Akloppaː	man47	man	³kjoːpa	lungs
c3.c123.c65.c204.c147.c38.	Akloppwa	man47	man	³kjoːpa	lungs
c3.c123.c65.c204.c150.c34.	Aklopbaː	man47	man	³kjoːpa	lungs
c3.c123.c65.c204.c150.c38.	Aklopbwa	man47	man	³kjoːpa	lungs
c3.c123.c65.c209.c147.c34.	Aklospaː	man47	man	³kjoːpa	lungs
c3.c123.c65.c209.c147.c38.	Aklospwa	man47	man	³kjoːpa	lungs
c3.c123.c65.c209.c150.c34.	Aklosbaː	man47	man	³kjoːpa	lungs
c3.c123.c65.c209.c150.c38.	Aklosbwa	man47	man	³kjoːpa	lungs
c3.c123.c70.	Aklot	man40	man	³kje	lid
c3.c123.c71.	Aklot	man40	man	³kje	lid
c3.c123.c74.	Aklwap	gha48	gha	³ɬo	place
c3.c123.c74.	Aklwap	mar55	mar	³ljʌp	lungs
c3.c123.c74.c147.c34.	Aklwappaː	man47	man	³kjoːpa	lungs
c3.c123.c74.c147.c38.	Aklwappwa	man47	man	³kjoːpa	lungs
c3.c123.c74.c150.c34.	Aklwapbaː	man47	man	³kjoːpa	lungs
c3.c123.c74.c150.c38.	Aklwapbwa	man47	man	³kjoːpa	lungs
c3.c123.c74.c151.c33.	Aklwapba	gha47	gha	³ɬoba	lungs
c3.c123.c74.c151.c39.	Aklwapbwa	gha47	gha	³ɬoba	lungs
c3.c123.c74.c151.c60.	Aklwapbar	gha47	gha	³ɬoba	lungs
c3.c123.c74.c151.c81.	Aklwapbor	gha47	gha	³ɬoba	lungs
c3.c123.c75.	Aklop	gha48	gha	³ɬo	place
c3.c123.c75.c151.c33.	Aklopba	gha47	gha	³ɬoba	lungs
c3.c123.c75.c151.c39.	Aklopbwa	gha47	gha	³ɬoba	lungs
c3.c123.c75.c151.c60.	Aklopbar	gha47	gha	³ɬoba	lungs
c3.c123.c75.c151.c81.	Aklopbor	gha47	gha	³ɬoba	lungs
c3.c123.c76.c147.c34.	Akloŋpaː	man47	man	³kjoːpa	lungs
c3.c123.c76.c147.c38.	Akloŋpwa	man47	man	³kjoːpa	lungs
c3.c123.c76.c150.c34.	Akloŋbaː	man47	man	³kjoːpa	lungs
c3.c123.c76.c150.c38.	Akloŋbwa	man47	man	³kjoːpa	lungs
c3.c123.c78.	Aklon	man40	man	³kje	lid
c3.c124.c34.	Akʰlaː	gha48	gha	³ɬo	place
c3.c124.c34.c151.c33.	Akʰlaːba	gha47	gha	³ɬoba	lungs
c3.c124.c34.c151.c39.	Akʰlaːbwa	gha47	gha	³ɬoba	lungs
c3.c124.c34.c151.c60.	Akʰlaːbar	gha47	gha	³ɬoba	lungs
c3.c124.c34.c151.c81.	Akʰlaːbor	gha47	gha	³ɬoba	lungs
c3.c124.c37.	Akʰlwa	gha48	gha	³ɬo	place
c3.c124.c37.c151.c33.	Akʰlwaba	gha47	gha	³ɬoba	lungs
c3.c124.c37.c151.c39.	Akʰlwabwa	gha47	gha	³ɬoba	lungs
c3.c124.c37.c151.c60.	Akʰlwabar	gha47	gha	³ɬoba	lungs
c3.c124.c37.c151.c81.	Akʰlwabor	gha47	gha	³ɬoba	lungs
c3.c124.c40.	Akʰlwaː	gha48	gha	³ɬo	place
c3.c124.c40.c151.c33.	Akʰlwaːba	gha47	gha	³ɬoba	lungs
c3.c124.c40.c151.c39.	Akʰlwaːbwa	gha47	gha	³ɬoba	lungs
c3.c124.c40.c151.c60.	Akʰlwaːbar	gha47	gha	³ɬoba	lungs
c3.c124.c40.c151.c81.	Akʰlwaːbor	gha47	gha	³ɬoba	lungs
c3.c124.c41.	Akʰlwaː	gha48	gha	³ɬo	place
c3.c124.c41.c151.c33.	Akʰlwaːba	gha47	gha	³ɬoba	lungs
c3.c124.c41.c151.c39.	Akʰlwaːbwa	gha47	gha	³ɬoba	lungs
c3.c124.c41.c151.c60.	Akʰlwaːbar	gha47	gha	³ɬoba	lungs
c3.c124.c41.c151.c81.	Akʰlwaːbor	gha47	gha	³ɬoba	lungs
c3.c124.c65.	Akʰlo	gha48	gha	³ɬo	place
c3.c124.c65.c151.c33.	Akʰloba	gha47	gha	³ɬoba	lungs
c3.c124.c65.c151.c39.	Akʰlobwa	gha47	gha	³ɬoba	lungs
c3.c124.c65.c151.c60.	Akʰlobar	gha47	gha	³ɬoba	lungs
c3.c124.c65.c151.c81.	Akʰlobor	gha47	gha	³ɬoba	lungs
c3.c124.c74.	Akʰlwap	gha48	gha	³ɬo	place
c3.c124.c74.c151.c33.	Akʰlwapba	gha47	gha	³ɬoba	lungs
c3.c124.c74.c151.c39.	Akʰlwapbwa	gha47	gha	³ɬoba	lungs
c3.c124.c74.c151.c60.	Akʰlwapbar	gha47	gha	³ɬoba	lungs
c3.c124.c74.c151.c81.	Akʰlwapbor	gha47	gha	³ɬoba	lungs
c3.c124.c75.	Akʰlop	gha48	gha	³ɬo	place
c3.c124.c75.c151.c33.	Akʰlopba	gha47	gha	³ɬoba	lungs
c3.c124.c75.c151.c39.	Akʰlopbwa	gha47	gha	³ɬoba	lungs
c3.c124.c75.c151.c60.	Akʰlopbar	gha47	gha	³ɬoba	lungs
c3.c124.c75.c151.c81.	Akʰlopbor	gha47	gha	³ɬoba	lungs
c3.c125.c179.c34.	Agljaː	tuk55	tuk	³kja	place
c3.c125.c179.c51.	Agljap	tuk55	tuk	³kja	place
