seq	gloss	page	form	phrase	phrase_gloss	nepali	remarks	variants	notebook	so	ex	hom	dfe
524	moi	55	¹⁰kjʌʱ			ma			Tangbe Paris 1996-1	tangbe96.1.55			
525	lui	55	⁵⁵ŋɒ			u			Tangbe Paris 1996-1	tangbe96.1.55			
526	nous	55	thè			hami			Tangbe Paris 1996-1	tangbe96.1.55			
527	vous	55	¹⁰ɲɒ			timiharu			Tangbe Paris 1996-1	tangbe96.1.55			
528	eux	55	²²'²²'²¹kjʌʱ mʌ dzʌ			uniharu			Tangbe Paris 1996-1	tangbe96.1.55			
529	nous	55	thè mʌ dzʌʱ			hāmiharu			Tangbe Paris 1996-1	tangbe96.1.55			
530	bruit (faire du-), jouer (musique)	55	²²'²¹ɲaʱ dzaʱ			bājaune			Tangbe Paris 1996-1	tangbe96.1.55			
531	bruit (faire du-), jouer (musique)	55	rəʱp tse						Tangbe Paris 1996-1	tangbe96.1.55			
532	chanter	55	¹¹'¹²rəʱpo			ghit gāune			Tangbe Paris 1996-1	tangbe96.1.55			
533	travail	55	¹⁰kjè ⁵⁵pú́ŋ			kām			Tangbe Paris 1996-1	tangbe96.1.55			
534	chanter (vx inform.)	55	¹¹kjeʱʔ						Tangbe Paris 1996-1	tangbe96.1.55			
535	chanter (jeunes inform.)	55	koʱè púŋ						Tangbe Paris 1996-1	tangbe96.1.55			
536	piège	55	kje púŋ	³³ɲaː ³¹'⁵⁴tsuk tsjo	poser un piège	pāso thāpne thapũ			Tangbe Paris 1996-1	tangbe96.1.55			
537	raie des cheveux	55	³³ɲaː						Tangbe Paris 1996-1	tangbe96.1.55			
538	raie (faire la)	55	³³ŋoː						Tangbe Paris 1996-1	tangbe96.1.55			
539	connaître	55	³³'³³'³⁴ŋōː phēʃjo			manche cinyo			Tangbe Paris 1996-1	tangbe96.1.55			
540	chant, miel (hom.)	55	miʱ ŋō ʃjētsi						Tangbe Paris 1996-1	tangbe96.1.55			
541	sommeil (avoir)	57	koʱè						Tangbe Paris 1996-1	tangbe96.1.57			
542	sommeil (avoir)	57	nū raːjũ						Tangbe Paris 1996-1	tangbe96.1.57			
543	éveiller (s’-)	57	nū rə̄dzin	nū tshíŋ gɔm	il s'est réveillé				Tangbe Paris 1996-1	tangbe96.1.57			
544	éveiller (s’-)	57		⁵⁵ŋa ¹¹nu ¹¹la¹¹ko ¹¹a⁵⁵tshiŋga	je ne me suis pas réveillé tôt	ma chīto bhimjeynā			Tangbe Paris 1996-1	tangbe96.1.57			
545	éveiller (s’-)	57		⁵⁵thera ¹¹nu ⁵⁵tshiŋo	réveille-le				Tangbe Paris 1996-1	tangbe96.1.57			
546	éveiller (s’-)	57		ŋá nu̱ tshíŋ kə̄dzi NB k voisé	je me suis réveillé				Tangbe Paris 1996-1	tangbe96.1.57			
547	mourir	57		ʃidzi		maryo			Tangbe Paris 1996-1	tangbe96.1.57			
548	mourir	57	ʃidzi	¹¹ɦaː ⁵⁵ʃi		mareko chaine			Tangbe Paris 1996-1	tangbe96.1.57			
549	mourir	57	¹¹ɦaː ⁵⁵ʃi	ʃiːdzin		mare cha			Tangbe Paris 1996-1	tangbe96.1.57			
550	mort (être)	57	ʃiːdzin		il est mort				Tangbe Paris 1996-1	tangbe96.1.57			
551		57	pāʱŋ ʃídzin	pāʱŋ ʃídzin naʱ	il est mort				Tangbe Paris 1996-1	tangbe96.1.57			
552	mourir (hon)	57		lámá tōŋdzin	le lama est mort				Tangbe Paris 1996-1	tangbe96.1.57			
553	mourir	57		¹¹'¹²tsoʱk tsi	un homme est mort				Tangbe Paris 1996-1	tangbe96.1.57			
554	tuer	57		séːdzi	a tué				Tangbe Paris 1996-1	tangbe96.1.57			
555	tuer	57		thé-se séːdzi NB pas thé-ʃe ʃéːdzi	il a tué				Tangbe Paris 1996-1	tangbe96.1.57			
556	savoir	57		ʰla̱ŋmo ʃjēwa ram	il sait parler la langue				Tangbe Paris 1996-1	tangbe96.1.57			
557	vapeur	57		¹²'²²hlaŋbo kham
¹²'²²hlaŋbo kχam		bāph aūcha			Tangbe Paris 1996-1	tangbe96.1.57			
558	gurung	57		ku̱ru̱ŋ kjēʔ	la langue gurung				Tangbe Paris 1996-1	tangbe96.1.57			
559	parler	57		ku̱ru̱ŋ kjēʔ pāŋba raʱm	il sait parler gurung				Tangbe Paris 1996-1	tangbe96.1.57			
560	langue	59				mero bhasa			Tangbe Paris 1996-1	tangbe96.1.59			
561	pot à beurre en bois (utilisé pr garder la bière seulement par eux - pas comme les Nép. qui y mettent le dahĩ)	59	ŋái kjē			ʈheki			Tangbe Paris 1996-1	tangbe96.1.59			
562	1 un	59	⁴⁴'³³kɒri						Tangbe Paris 1996-1	tangbe96.1.59			
563	1, un	59	giʱ						Tangbe Paris 1996-1	tangbe96.1.59			
564	2	59	ki~ʱ						Tangbe Paris 1996-1	tangbe96.1.59			
565	3	59	¹¹ɲiʱ						Tangbe Paris 1996-1	tangbe96.1.59			
566	4	59	⁴⁴sōm						Tangbe Paris 1996-1	tangbe96.1.59			
567	5	59	¹¹tshiʱː						Tangbe Paris 1996-1	tangbe96.1.59			
568	6	59	¹¹ŋa̰ʱ						Tangbe Paris 1996-1	tangbe96.1.59			
569	7	59	³²ʈuʱʔ						Tangbe Paris 1996-1	tangbe96.1.59			
570	8	59	⁴⁴ɲis						Tangbe Paris 1996-1	tangbe96.1.59			
571	9	59	¹¹pre~ʱʔ						Tangbe Paris 1996-1	tangbe96.1.59			
572	10	59	³³ku						Tangbe Paris 1996-1	tangbe96.1.59			
573	11	59	³³tsju						Tangbe Paris 1996-1	tangbe96.1.59			
574	12	59	⁴⁴'⁴⁴tsukki~ʔ						Tangbe Paris 1996-1	tangbe96.1.59			
575	13	59	³³'³³cuŋŋi						Tangbe Paris 1996-1	tangbe96.1.59			
576	14	59	³³'³³cuksom						Tangbe Paris 1996-1	tangbe96.1.59			
577	15	59	⁴⁴'⁴⁴cupli						Tangbe Paris 1996-1	tangbe96.1.59			
578	16	59	³³'³³coŋa						Tangbe Paris 1996-1	tangbe96.1.59			
579	17	59	⁴⁴'⁴⁴ciʈu		NB i un peu centralisé; refuse ɲ				Tangbe Paris 1996-1	tangbe96.1.59			
580	18	59	³³'³³cinni						Tangbe Paris 1996-1	tangbe96.1.59			
581	19	59	⁴⁴'⁴⁴copre~		NB [ɪ] mais elle veut /i/ de moi, pas /e/				Tangbe Paris 1996-1	tangbe96.1.59			
582	20	59	⁴⁴'⁴⁴cirku						Tangbe Paris 1996-1	tangbe96.1.59			
583	21	59	¹¹'¹¹ɲiʱsju	¹¹'¹¹ɲiʱsju ⁴⁴'⁴⁴tsaktsi					Tangbe Paris 1996-1	tangbe96.1.59			
584	22	59	⁴⁴'⁴⁴tsaktsi						Tangbe Paris 1996-1	tangbe96.1.59			
585	23	59	tseini	⁴⁴'⁴⁴tsak søm					Tangbe Paris 1996-1	tangbe96.1.59			
586	24	59	⁴⁴'⁴⁴tsak sum						Tangbe Paris 1996-1	tangbe96.1.59			
587	25	59	³³'³³tsepʃi						Tangbe Paris 1996-1	tangbe96.1.59			
588	26	59	³³'³³tseːŋa						Tangbe Paris 1996-1	tangbe96.1.59			
589	27	59	³³'⁴⁴tseʈu						Tangbe Paris 1996-1	tangbe96.1.59			
590	28	59	tsɒptin						Tangbe Paris 1996-1	tangbe96.1.59			
591	29	59	tsapkeʔ						Tangbe Paris 1996-1	tangbe96.1.59			
592	30	59	tsɒrku						Tangbe Paris 1996-1	tangbe96.1.59			
593	31	61	somdzju						Tangbe Paris 1996-1	tangbe96.1.61			
594	32	61	²²'²²somdzju ⁵⁵'³³soktsi						Tangbe Paris 1996-1	tangbe96.1.61			
595	33	61	somdzju seːni						Tangbe Paris 1996-1	tangbe96.1.61			
596	34	61	somdzju soksum						Tangbe Paris 1996-1	tangbe96.1.61			
597	35	61	somdzju sopʃi						Tangbe Paris 1996-1	tangbe96.1.61			
598	35	61	somdzju seŋa						Tangbe Paris 1996-1	tangbe96.1.61			
599	36	61	somdzju sɔeŋa						Tangbe Paris 1996-1	tangbe96.1.61			
600	37	61	somdzju seʈu						Tangbe Paris 1996-1	tangbe96.1.61			
601	38	61	somdzju soptin						Tangbe Paris 1996-1	tangbe96.1.61			
602	39	61	somdzju sopke						Tangbe Paris 1996-1	tangbe96.1.61			
603	40	61	somdzju sorku						Tangbe Paris 1996-1	tangbe96.1.61			
604	nôtre	61	¹⁰'³³ʃiʱp tsju		c’est à nous	hamro ho			Tangbe Paris 1996-1	tangbe96.1.61			
605	nôtre	61	⁵⁵ɲiː la iʱn		c’est à n ous	hamro ho			Tangbe Paris 1996-1	tangbe96.1.61			
606		61	ɲɒʱi la iʱn	naʱ dzja ³³dziŋ ¹¹'¹¹hɛnjɛn / ɦɛtsi	ça nous casse les oreilles (oreille TOP mange va)				Tangbe Paris 1996-1	tangbe96.1.61			
607	TOPIC	61		naʱ dzja ³³dziŋ ¹¹'¹¹hɛnjɛn / ɦɛtsi	ça nous casse les oreilles (oreille TOP mange va)				Tangbe Paris 1996-1	tangbe96.1.61			
608	acheter	61	dzja						Tangbe Paris 1996-1	tangbe96.1.61			
609	acheter	61	²¹'²²kjyʃe						Tangbe Paris 1996-1	tangbe96.1.61			
610	acheter	61	²¹'²²kjuwa	⁵⁵ŋá ²¹'²²kjuʃjoʔ	j’achèterai	ma kinchu			Tangbe Paris 1996-1	tangbe96.1.61			
611	acheter	61			I bought it yesterday - je l'ai acheté hier				Tangbe Paris 1996-1	tangbe96.1.61			
612	vendre	63	ŋá-se tīlā ¹⁰'²²kjyʱdzi						Tangbe Paris 1996-1	tangbe96.1.63			
613	vendre	63	cūŋpā	⁵⁵ŋá ³³'⁴²cūŋdze					Tangbe Paris 1996-1	tangbe96.1.63			
614	vendre	63		ŋá cuŋdzjo					Tangbe Paris 1996-1	tangbe96.1.63			
615	noeud	63		¹¹'¹¹tuʱpuʱ ⁴⁴'²²puŋdze	faire un noeud				Tangbe Paris 1996-1	tangbe96.1.63			
616	attacher	63	¹¹'¹¹tuʱpuʱ						Tangbe Paris 1996-1	tangbe96.1.63			
617		63	¹¹'¹¹d˰aʱmdzjo	ŋá ¹¹'¹¹tɒʱmdzjo					Tangbe Paris 1996-1	tangbe96.1.63			
618	manger	63							Tangbe Paris 1996-1	tangbe96.1.63			
619	avaler	63	tsɒwa						Tangbe Paris 1996-1	tangbe96.1.63			
620	avaler	63	miʱkpa	⁵⁵'⁴⁴ŋá-se ¹¹'¹¹miʱkdziʱ					Tangbe Paris 1996-1	tangbe96.1.63			
621	place	63				yo thaũ			Tangbe Paris 1996-1	tangbe96.1.63			
622	place	63	¹¹kjaʱʔ	⁴⁴cu ¹¹kjaʱʔ	cet endroit				Tangbe Paris 1996-1	tangbe96.1.63			
623	place	63		¹¹kjaʱʔ ¹¹'⁵⁴arem	il n'y a pas de place				Tangbe Paris 1996-1	tangbe96.1.63			
624	rêve	63		¹²maʱŋ ¹¹meʱŋ ²²ka ¹¹tshiʱ
maʱŋ meʱŋ gám					Tangbe Paris 1996-1	tangbe96.1.63			
625	rêver	63	¹²maʱŋ						Tangbe Paris 1996-1	tangbe96.1.63			
626	fantôme	63	¹¹meʱŋ ²²ka ¹¹tshiʱ	maʱŋ khɒdzi	hom. de ‘rêve’	bhut			Tangbe Paris 1996-1	tangbe96.1.63			
627	voir	63	maʱŋ	māŋ gám (⁴⁴'⁴⁴)					Tangbe Paris 1996-1	tangbe96.1.63			
628	démon, monstre	63	māŋ			rachyas			Tangbe Paris 1996-1	tangbe96.1.63			
629	démone	63	dʱiʱ~			rachyasni			Tangbe Paris 1996-1	tangbe96.1.63			
630	démone	63	diʱ moʱ			rachyasni			Tangbe Paris 1996-1	tangbe96.1.63			
631	rappeler (se), penser à	63	hri mo						Tangbe Paris 1996-1	tangbe96.1.63			
632	penser à	63	tsi ɛm	ŋá(-i) ama-ra tsī ɛ̄m
ŋá(-i) ama-ra tsi̱ gɒ́m	je pense à ma mère				Tangbe Paris 1996-1	tangbe96.1.63			
633	mordre	63		¹¹'⁴⁴tsiʱːga
¹¹'¹¹tsiʱːga		toknu			Tangbe Paris 1996-1	tangbe96.1.63			
634	mordre	65		¹¹'¹¹ɖuʱl-dze ¹¹'¹¹tsiʱga	les serpents mordent				Tangbe Paris 1996-1	tangbe96.1.65			
635	mordre	65		¹¹'¹¹ɖuʱl-dze ¹¹'¹¹tsiʱga ⁴⁴á	attention, le serpent peut mordre				Tangbe Paris 1996-1	tangbe96.1.65			
636	or	65				sun			Tangbe Paris 1996-1	tangbe96.1.65			
637	argent	65	sér						Tangbe Paris 1996-1	tangbe96.1.65			
638	homme, personne	65	mʷiʱ			manche	NB m labialisé, pas 1/2 V séparée		Tangbe Paris 1996-1	tangbe96.1.65			
639	anneau	65	miʱ						Tangbe Paris 1996-1	tangbe96.1.65			
640		65	cjə̄p	sér ki cjə̄p	anneau d'or				Tangbe Paris 1996-1	tangbe96.1.65			
641		65		³³'³³mʷi cjəp	anneau d'argent				Tangbe Paris 1996-1	tangbe96.1.65			
642	chaîne	65							Tangbe Paris 1996-1	tangbe96.1.65			
643		65	njaʱχtaʔ	sér-ki njaʱχtaʔ	chaîne en or				Tangbe Paris 1996-1	tangbe96.1.65			
644	bracelet	65							Tangbe Paris 1996-1	tangbe96.1.65			
645	collier (grand)	65	sɒduʔ		grand collier avec or, turquoise et corail				Tangbe Paris 1996-1	tangbe96.1.65			
646	turquoise	65	kuraʔ kɛndi						Tangbe Paris 1996-1	tangbe96.1.65			
647	collier (petit)	65	mīŋ						Tangbe Paris 1996-1	tangbe96.1.65			
648		65	kuraʔ						Tangbe Paris 1996-1	tangbe96.1.65			
649		65	¹¹'¹¹goʱljaʔ	¹¹'¹¹goʱljaʔ ⁴⁴'⁴⁴kondzjo					Tangbe Paris 1996-1	tangbe96.1.65			
650	bouton (de vêtement)	65							Tangbe Paris 1996-1	tangbe96.1.65			
651	fil	65	ɽʰē (hre)				NB friction de type h au niveau du r post-alvéol.		Tangbe Paris 1996-1	tangbe96.1.65			
652	soeur cadette	65	hrúp			bahini	NB : ton plus haut que hrē me semble-t-il ; même initiale que "démone" (hri mo)		Tangbe Paris 1996-1	tangbe96.1.65			
653	épouse	65	hríŋdzá						Tangbe Paris 1996-1	tangbe96.1.65			
654	mari	67	²²peʱ						Tangbe Paris 1996-1	tangbe96.1.67			
655	mari	67	fá						Tangbe Paris 1996-1	tangbe96.1.67			
656	couple	67	phá			buɖa buɖi			Tangbe Paris 1996-1	tangbe96.1.67			
657	vieux homme	67	⁴⁴phá ⁴te̊n ¹¹'¹¹saʱbaʱn						Tangbe Paris 1996-1	tangbe96.1.67			
658	vieille femme	67	⁵⁵'⁵⁵khjeppa						Tangbe Paris 1996-1	tangbe96.1.67			
659	jeune homme	67	⁵⁵'³³khujuk						Tangbe Paris 1996-1	tangbe96.1.67			
660	jeune fille	67	¹¹peʱn						Tangbe Paris 1996-1	tangbe96.1.67			
661	herbe (mauvaise -)	67	⁴⁴'⁴⁴tshame	⁴⁴mɾaʔ ʃjētsjoʔ	arracher la mauvaise herbe				Tangbe Paris 1996-1	tangbe96.1.67			
662	herbe (mauvaise -)	67	⁴⁴mɾaʔ ʃjētsjoʔ	maʔ ʃjewara niʃjo NB variante pour certains locuteurs	allons arracher la m. herbe				Tangbe Paris 1996-1	tangbe96.1.67			
663	neige	67	maʔ						Tangbe Paris 1996-1	tangbe96.1.67			
664		67	²¹kʰiʱŋ	²¹kʰìŋ ⁵⁵júm	la neige tombe				Tangbe Paris 1996-1	tangbe96.1.67			
665	montagne aux neiges éternelles	67				himal			Tangbe Paris 1996-1	tangbe96.1.67			
666	sommet	67	¹⁰lɒʱ						Tangbe Paris 1996-1	tangbe96.1.67			
667	? pass	67	lɒʱi tso						Tangbe Paris 1996-1	tangbe96.1.67			
668	soleil	67	lɒʱp tɛn						Tangbe Paris 1996-1	tangbe96.1.67			
669	briller	67	¹¹tʱiʱ ¹¹ɲiʱ	tʱiʱ ɲiʱ phjá júm	le soleil brille				Tangbe Paris 1996-1	tangbe96.1.67			
670	briller	67		¹¹tʱiʱ ¹¹ɲiʱ ⁵⁵ʃjaŋ ⁵⁵ɲɛm	le soleil brille				Tangbe Paris 1996-1	tangbe96.1.67			
671	briller	67		¹¹tʱiʱ ¹¹ɲiʱ ³³ʃjaʱk ¹¹tsi	le soleil brille				Tangbe Paris 1996-1	tangbe96.1.67			
672	briller	67		¹¹tʱiʱ ¹¹ɲiʱ ⁵⁵'³³phɛpdzi	le soleil brille (honor.)				Tangbe Paris 1996-1	tangbe96.1.67			
673	lune	67							Tangbe Paris 1996-1	tangbe96.1.67			
674	lune	67	⁴⁴'⁴⁴hlɒɲi						Tangbe Paris 1996-1	tangbe96.1.67			
675	étoile	67	⁴⁵'⁶⁶hlɒɲi						Tangbe Paris 1996-1	tangbe96.1.67			
676	terre (sol)	69	sʌr			bhwi	NB pas o ni ɔ, mais ɒ p.-ê. OK		Tangbe Paris 1996-1	tangbe96.1.69			
677	dent	69	³³sɒ						Tangbe Paris 1996-1	tangbe96.1.69			
678	pierre	69	⁴⁴sɒ			duŋga			Tangbe Paris 1996-1	tangbe96.1.69			
679	terre (matière)	69	³³'⁴⁴jumbu		NB comp. tamang /sapra/	mato			Tangbe Paris 1996-1	tangbe96.1.69			
680	farine	69	⁴⁴'⁴⁴sɒ~ba						Tangbe Paris 1996-1	tangbe96.1.69			
681	bois	69	¹⁰pra̰				NB id. bhir- very strong creak		Tangbe Paris 1996-1	tangbe96.1.69			
682	sable	69	⁵³šiŋ						Tangbe Paris 1996-1	tangbe96.1.69			
683	chemin	69	²²'²²bʱeʱmo						Tangbe Paris 1996-1	tangbe96.1.69			
684	enclos à chèvres	69	²¹kʱja ²¹lam						Tangbe Paris 1996-1	tangbe96.1.69			
685	chemin de montagne	69	¹⁰ɖoʱŋ						Tangbe Paris 1996-1	tangbe96.1.69			
686	nuit	69	²¹praʱ ⁵⁵kjam						Tangbe Paris 1996-1	tangbe96.1.69			
687	nuit (faire -)	69	³³miʱn ²²dzɛ	⁵⁵nɒm ³³'³³rīdzi	il fait nuit				Tangbe Paris 1996-1	tangbe96.1.69			
688	pleuvoir	69		⁴⁴nɒ̄m ⁵⁵júm	il pleut				Tangbe Paris 1996-1	tangbe96.1.69			
689	ciel	69							Tangbe Paris 1996-1	tangbe96.1.69			
690	jour (faire -)	69	¹¹'³³paʱtáŋ	nɒ́m naʱŋgjum	il fait jour				Tangbe Paris 1996-1	tangbe96.1.69			
691	saigner	69		kāʔ júm		ragat āyo			Tangbe Paris 1996-1	tangbe96.1.69			
692	pus (couler)	69		naʱ júm		pip āyo			Tangbe Paris 1996-1	tangbe96.1.69			
693	neige(r)	69		kiʱŋ júm	il neige				Tangbe Paris 1996-1	tangbe96.1.69			
694	morve (couler)	69		nap júm	la morve coule				Tangbe Paris 1996-1	tangbe96.1.69			
695	pleur(er)	69		⁵⁵'⁵⁵mítsju ⁵⁵júm	les pleurs coulent				Tangbe Paris 1996-1	tangbe96.1.69			
696	jour	71				diũso			Tangbe Paris 1996-1	tangbe96.1.71			
697	matin	71	²¹diʱn			bihana			Tangbe Paris 1996-1	tangbe96.1.71			
698	matin	71	⁵⁵nɒ́m ⁶⁶táŋ			bihana			Tangbe Paris 1996-1	tangbe96.1.71			
699	après-midi (début )	71	nām táŋ						Tangbe Paris 1996-1	tangbe96.1.71			
700	après-midi	71	dìɲì-rí						Tangbe Paris 1996-1	tangbe96.1.71			
701	midi	71	tsheo-ri						Tangbe Paris 1996-1	tangbe96.1.71			
702	moitié	71	⁴⁴din ¹⁰ʈe~ʔ ⁴⁴ma	ka reʔ phe puŋo ka reʔ fe puŋo	fais-en deux morceaux	ādi para			Tangbe Paris 1996-1	tangbe96.1.71			
703	séparer	71	ka reʔ	ka reʔ phe puŋo ka reʔ fe puŋo	fais-en deux morceaux	ādi para			Tangbe Paris 1996-1	tangbe96.1.71			
704	moitié	71	phe fe	¹⁰ʈe~ʔ ⁴⁴'³³thé-ra ³³pino (4)	donne-lui en la moitié				Tangbe Paris 1996-1	tangbe96.1.71			
705	charge	71	¹⁰ʈe~ʔ (4)		d̪e d dental				Tangbe Paris 1996-1	tangbe96.1.71			
706		71	¹⁰de~ʔ (4)						Tangbe Paris 1996-1	tangbe96.1.71			
707		71	²⁰'³³ʈoʱwa (3)						Tangbe Paris 1996-1	tangbe96.1.71			
708	vert	71	⁵⁵'³³náŋdzjəm ²²ɖom			hariyo			Tangbe Paris 1996-1	tangbe96.1.71			
709	garçon, homme	71	píŋ			keʈa			Tangbe Paris 1996-1	tangbe96.1.71			
710	fille	71	pīŋ			keʈi			Tangbe Paris 1996-1	tangbe96.1.71			
711	nom	71	mīŋ						Tangbe Paris 1996-1	tangbe96.1.71			
712	nom	71	míŋ	ŋái míŋ	mon nom				Tangbe Paris 1996-1	tangbe96.1.71			
713	comprendre	73		ŋá-se haʱ koʱdzi	NB: k voisé				Tangbe Paris 1996-1	tangbe96.1.73			
714	chanter	73	haʱ koʱdzi						Tangbe Paris 1996-1	tangbe96.1.73			
715	aiguille	73	kje pūŋdzi						Tangbe Paris 1996-1	tangbe96.1.73			
716	aiguille	73	ɬhakχap						Tangbe Paris 1996-1	tangbe96.1.73			
717	aiguille	73	kjaχap						Tangbe Paris 1996-1	tangbe96.1.73			
718		73	¹⁰tɒʱp	⁵⁵ŋái ¹¹taʱp					Tangbe Paris 1996-1	tangbe96.1.73			
719	légume feuillu	73				sāg			Tangbe Paris 1996-1	tangbe96.1.73			
720		73	²²ʈɒ̆ʱp	⁵⁵ŋái ²²ʈăʱp					Tangbe Paris 1996-1	tangbe96.1.73			
721	couvercle	73							Tangbe Paris 1996-1	tangbe96.1.73			
722	couvercle	73	²²'³³kʰχɒ̱kχɒp	²²'³³kʰχɒ̱kχɒp	mets un couvercle				Tangbe Paris 1996-1	tangbe96.1.73			
723	pincette	73							Tangbe Paris 1996-1	tangbe96.1.73			
724	amer	73	⁵⁵'³³kɒ́mba						Tangbe Paris 1996-1	tangbe96.1.73			
725	amer	73	kɒ́m	kɒ́m thik thik tām		dherey tito cha			Tangbe Paris 1996-1	tangbe96.1.73			
726	menton	73							Tangbe Paris 1996-1	tangbe96.1.73			
727	tambour	73	kɒ̄m						Tangbe Paris 1996-1	tangbe96.1.73			
728	tambour	73	²²ŋɒ̱ʱː	⁵⁵'⁵⁵láma-i ¹¹ŋaʱ	le tambour du lama				Tangbe Paris 1996-1	tangbe96.1.73			
729	tambour	73							Tangbe Paris 1996-1	tangbe96.1.73			
730	5	73	¹⁰tɔ̀ʱŋ ¹⁰tɔ̀ʱŋ						Tangbe Paris 1996-1	tangbe96.1.73			
731	5	73	¹¹ŋɒʱ	⁵⁵'⁵⁵láma ¹¹ŋaʱ	cinq lames				Tangbe Paris 1996-1	tangbe96.1.73			
732	cuiller	73							Tangbe Paris 1996-1	tangbe96.1.73			
733	toi	73	¹⁰gjʌ̀ʱ						Tangbe Paris 1996-1	tangbe96.1.73			
734	couteau	73	¹⁰gjʌ̀ʱ						Tangbe Paris 1996-1	tangbe96.1.73			
735	courroie de portage	75	gòʱdza			namlo			Tangbe Paris 1996-1	tangbe96.1.75			
736	courroie de portage	75	¹⁰ʈa̰ʱʔ	ŋá-i ʈa̰	ma courroie de portage				Tangbe Paris 1996-1	tangbe96.1.75			
737	courroie de portage	75		kjèʱ ʈa̰ʱ	ta courroie de portage				Tangbe Paris 1996-1	tangbe96.1.75			
738	toi (de-), ton	75		kjèʱ ʈa̰ʱ	ta courroie de portage				Tangbe Paris 1996-1	tangbe96.1.75			
739	corde	75	kjèʱ ʈa̰ʱ						Tangbe Paris 1996-1	tangbe96.1.75			
740	lac	75	⁴⁴tshoʔ						Tangbe Paris 1996-1	tangbe96.1.75			
741	abreuvoir	75	⁴⁴tsho			thulo tāl			Tangbe Paris 1996-1	tangbe96.1.75			
742	mare	75	lo̱ʱŋ tshīŋ (3-2)						Tangbe Paris 1996-1	tangbe96.1.75			
743	crête	75	tʃhjumeʔ(i)kju						Tangbe Paris 1996-1	tangbe96.1.75			
744	courroie de portage	75	⁵⁵'⁵⁵nakʰai ¹¹ʈʌʱ						Tangbe Paris 1996-1	tangbe96.1.75			
745	mettre à cuire	75	¹⁰ʈa̰ʔ			basālne			Tangbe Paris 1996-1	tangbe96.1.75			
746	blé	75	¹¹'¹¹tsuʱkpa			gahu			Tangbe Paris 1996-1	tangbe96.1.75			
747	orge	75	²²kʱoʱ·			uwa			Tangbe Paris 1996-1	tangbe96.1.75			
748	millet	75	⁵⁵'³³kɒ́ru		NB r super roulé	kodo			Tangbe Paris 1996-1	tangbe96.1.75			
749	sarrazin (F. esculentum)	75	raŋdɛʔ			phapar			Tangbe Paris 1996-1	tangbe96.1.75			
750	sarrazin (F.tataricum)	75	kjaheʔ			tito phapar			Tangbe Paris 1996-1	tangbe96.1.75			
751	sarrazin (feuille de)	75	¹⁰pre~			phapar ko sāg (de mitho phapar)			Tangbe Paris 1996-1	tangbe96.1.75			
752	pomme de terre	75	²²'²³kje̱ dʌp						Tangbe Paris 1996-1	tangbe96.1.75			
753	pomme de terre	75	⁴⁴'⁵⁵teχaʔ	teχaʔ tsʌʃjoʔ		alu khane			Tangbe Paris 1996-1	tangbe96.1.75			
754	farine de blé	75							Tangbe Paris 1996-1	tangbe96.1.75			
755	farine de F. esculentum	75	tshímba						Tangbe Paris 1996-1	tangbe96.1.75			
756	farine de F. esculentum	75	³³kje ³¹pra						Tangbe Paris 1996-1	tangbe96.1.75			
757	farine de F. esculentum	75	³³kje ³¹phra						Tangbe Paris 1996-1	tangbe96.1.75			
758	farine de F. tataricum	77	kje̱bà						Tangbe Paris 1996-1	tangbe96.1.77			
759	pain de F. tataricum	77	²¹'³³prè~bàʔ						Tangbe Paris 1996-1	tangbe96.1.77			
760	sarrazin (pain de -)	77	¹¹'¹¹peba ¹⁰kjə̃ʱŋ						Tangbe Paris 1996-1	tangbe96.1.77			
761	pain	77	¹¹'¹¹peba ¹⁰kjə̃ʱŋ						Tangbe Paris 1996-1	tangbe96.1.77			
762	pain	77	²²kjaʱŋ	ŋá kja̱ŋ tsʌ̄ʃjo		ma roti khanchu			Tangbe Paris 1996-1	tangbe96.1.77			
763	pain	77		²²kjeʱ-i ²²kjaʱŋ	ton pain				Tangbe Paris 1996-1	tangbe96.1.77			
764	repiquer	77		preʱ taʱ tóka	il faut repiquer le phapar				Tangbe Paris 1996-1	tangbe96.1.77			
765	repiquer	77	taʱ	preʱ tɒʱʃjo	repiquons le phapar				Tangbe Paris 1996-1	tangbe96.1.77			
766	rizière	77	tɒʱ						Tangbe Paris 1996-1	tangbe96.1.77			
767	rizière	77	⁵⁵kjé	kjé-ri niʃjoʔ	allons au champ				Tangbe Paris 1996-1	tangbe96.1.77			
768	taille	77							Tangbe Paris 1996-1	tangbe96.1.77			
769	voix	77	kjéʔ						Tangbe Paris 1996-1	tangbe96.1.77			
770	ensemble	77	kjēʔ	³³joʱm ⁵⁵'⁴⁴niʃjo	allons ensemble				Tangbe Paris 1996-1	tangbe96.1.77			
771	bec-de-lièvre	77	³³joʱm						Tangbe Paris 1996-1	tangbe96.1.77			
772	dit-il	77	⁴⁴khɒ̄ ³³'³³ʃjoro ⁵⁵khɒ̄ ³³'³³ʃjoro	³³khɒ ³³ʃjo ⁴⁵ró	il dit de venir	aune re	NB au second enregistrement		Tangbe Paris 1996-1	tangbe96.1.77			
773	jumeaux	77	⁵⁵ro						Tangbe Paris 1996-1	tangbe96.1.77			
774	main à 6 doigts	77	tshɒ́mɪ́ʔ						Tangbe Paris 1996-1	tangbe96.1.77			
